genres,title,authors,rating,reviews,description,pages
"['Childrens', 'Fiction']",Harriet the Spy,['Louise Fitzhugh'],3.95,98049,"Harriet the Spy has a secret notebook that she fills with utterly honest jottings about her parents, her classmates, and her neighbors. Every day on her spy route she ""observes"" and notes down anything of interest to her:I BET THAT LADY WITH THE CROSS-EYE LOOKS IN THE MIRROR AND JUST FEELS TERRIBLE.PINKY WHITEHEAD WILL NEVER CHANGE. DOES HIS MOTHER HATE HIM? IF I HAD HIM I",300
"['Poetry', 'Classics']",The Raven and Other Poems,"['Edgar Allan Poe', 'Philip Pullman', '(Introduction)']",4.30,42115,"A chilling, thrilling collection of Edgar Allan Poe's poetry, introduced by best-selling author Philip PullmanThe Raven . . . Annabel Lee . . . Ulalume . . . these are some of the spookiest, most macabre poems ever written, now collected in this chilling, affordable volume.DreamsThe LakeSonnet — To Science[Alone]IntroductionTo HelenIsrafelThe Valley of UnrestThe City in th",73
"['Mystery', 'Fiction']",The Beekeeper's Apprentice,['Laurie R. King'],4.05,78500,"Long retired, Sherlock Holmes quietly pursues his study of honeybee behavior on the Sussex Downs. He never imagines he would encounter anyone whose intellect matched his own, much less an audacious teenage girl with a penchant for detection. Miss Mary Russell becomes Holmes's pupil and quickly hones her talent for deduction, disguises and danger. But when an elusive villai",341
"['Fiction', 'Classics']",Hopscotch,"['Julio Cortázar', 'Gregory Rabassa', '(Translator)']",4.22,34437,"Horacio Oliveira is an Argentinian writer who lives in Paris with his mistress, La Maga, surrounded by a loose-knit circle of bohemian friends who call themselves ""the Club."" A child's death and La Maga's disappearance put an end to his life of empty pleasures and intellectual acrobatics, and prompt Oliveira to return to Buenos Aires, where he works by turns as a salesman,",564
"['Romance', 'Fiction']",The Choice,['Nicholas Sparks'],4.00,159521,"#1 New York Times bestseller Nicholas Sparks turns his unrivaled talents to a new tale about love found and lost, and the choices we hope we'll never have to make.Travis Parker has everything a man could want: a good job, loyal friends, even a waterfront home in small-town North Carolina. In full pursuit of the good life - boating, swimming , and regular barbecues with his",325
"['Horror', 'Fiction']",Cujo,['Stephen King'],3.75,247799,"Outside a peaceful town in central Maine, a monster is waiting. Cujo is a two-hundred-pound Saint Bernard, the best friend Brett Camber has ever had. One day Cujo chases a rabbit into a bolt-hole—a cave inhabited by sick bats. What happens to Cujo, how he becomes a horrifying vortex inexorably drawing in all the people around him makes for one of the most heart-stopping no",432
"['Young Adult', 'Fantasy']",Sweet Evil,['Wendy Higgins'],4.06,80236,"Embrace the ForbiddenWhat if there were teens whose lives literally depended on being bad influences?This is the reality for sons and daughters of fallen angels.Tenderhearted Southern girl Anna Whitt was born with the sixth sense to see and feel emotions of other people. She's aware of a struggle within herself, an inexplicable pull toward danger, but it isn't until she tu",447
"['Fantasy', 'Young Adult']",Starcrossed,['Josephine Angelini'],4.02,73631,"How do you defy DESTINY?Helen Hamilton has spent her entire sixteen years trying to hide how different she is - no easy task on an island as small and sheltered as Nantucket. And it's getting harder. Nightmares of a desperate desert journey have Helen waking parched, only to find her sheets damaged by dirt and dust. At school she's haunted by hallucinations of three women",487
"['Fiction', 'Classics']",The Glass Bead Game,"['Hermann Hesse', 'Richard Winston', '(Translator)', 'Clara Winston', '(Translator)', 'Theodore Ziolkowski', '(Foreword)']",4.12,33979,"The final novel of Hermann Hesse, The Glass Bead Game is a fascinating tale of the complexity of modern life as well as a classic of modern literature.Set in the twenty-third century, The Glass Bead Game is the story of Joseph Knecht, who has been raised in Castalia, the remote place his society has provided for the intellectual elite to grow and flourish. Since childhood,",578
"['Fantasy', 'Urban Fantasy']",Magic Bites,['Ilona Andrews'],4.03,118875,"Ilona Andrews invites you to experience the first novel in the #1 New York Times bestselling series featuring the intriguing fantasy world of mercenary Kate Daniels…When the magic is up, rogue mages cast their spells and monsters appear, while guns refuse to fire and cars fail to start. But then technology returns, and the magic recedes as unpredictably as it arose, leavin",261
"['Fiction', 'Poetry']",The Book of Disquiet: The Complete Edition,['Fernando Pessoa'],4.43,23555,"Această carte aproape mitică, probabil opera cea mai seducătoare a lui Fernando Pessoa, e un monolog de o tristețe indicibilă, care surprinde cu o minuție halucinantă interiorul cu mii de fațete al unuia dintre numeroși săi heteronimi, Bernardo Soares.„Cine este Fernando Pessoa?"" se întreba Octavio Paz, adeverind încă o dată că opera unuia dintre cei mai importanţi, prolif",433
"['Nonfiction', 'Autobiography']",Educated,['Tara Westover'],4.46,1045686,"A newer edition of ISBN 9780399590504 can be found here.Tara Westover was 17 the first time she set foot in a classroom. Born to survivalists in the mountains of Idaho, she prepared for the end of the world by stockpiling home-canned peaches and sleeping with her ""head-for-the-hills bag"". In the summer she stewed herbs for her mother, a midwife and healer, and in the winte",334
"['Classics', 'Fiction']",The Complete Anne of Green Gables Boxed Set,['L.M. Montgomery'],4.44,102538,"Favorites for nearly 100 years, these classic novels follow the adventures of the spirited redhead Anne Shirley, who comes to stay at Green Gables and wins the hearts of everyone she meets.Includes Anne of Green Gables, Anne of Avonlea, Anne of the Island, Anne of Windy Poplars, Anne's House of Dreams, Anne of Ingleside, Rainbow Valley and Rilla of Ingleside - the whole co",2088
"['Fantasy', 'Young Adult']",Kingdom of Ash,"['Sarah J. Maas', 'Mario Pulver', '(Translator)']",4.56,199613,"Aelin Galathynius has vowed to save her people ― but at a tremendous cost. Locked within an iron coffin by the Queen of the Fae, Aelin must draw upon her fiery will as she endures months of torture. The knowledge that yielding to Maeve will doom those she loves keeps her from breaking, but her resolve is unraveling with each passing day…With Aelin captured, friends and all",984
"['Historical', 'Historical Fiction']",Hawaii,['James A. Michener'],4.20,75046,"An alternate cover edition for this ISBN can be found here.Pulitzer Prize–winning author James A. Michener brings Hawaii’s epic history vividly to life in a classic saga that has captivated readers since its initial publication in 1959. As the volcanic Hawaiian Islands sprout from the ocean floor, the land remains untouched for centuries—until, little more than a thousand",1136
"['Fantasy', 'Childrens']",Keeper of the Lost Cities,['Shannon Messenger'],4.45,43308,"Twelve-year-old Sophie Foster has a secret. She’s a Telepath—someone who hears the thoughts of everyone around her. It’s a talent she’s never known how to explain.Everything changes the day she meets Fitz, a mysterious boy who appears out of nowhere and also reads minds. She discovers there’s a place she does belong, and that staying with her family will place her in grave",496
"['Historical', 'Historical Fiction']",Memoirs of Hadrian,"['Marguerite Yourcenar', 'Grace Frick', '(Translator)']",4.24,21936,"Both an exploration of character and a reflection on the meaning of history, Memoirs of Hadrian has received international acclaim since its first publication in France in 1951. In it, Marguerite Yourcenar reimagines the Emperor Hadrian's arduous boyhood, his triumphs and reversals, and finally, as emperor, his gradual reordering of a war-torn world, writing with the imagi",347
"['Fiction', 'Spirituality']",The Celestine Prophecy,['James Redfield'],3.67,103932,"Are three decades of interest in modern physics, ecology, mystical religion and interpersonal psychology finally synthesizing into a new spiritual ""common sense""? Are we now beginning to live this new common sense? Can it become the dominant paradigm of the next century?When James Redfield first published this extraordinary book -- an adventure in pursuit of a spiritual my",247
"['Spirituality', 'Nonfiction']",A New Earth: Awakening to Your Life's Purpose,['Eckhart Tolle'],4.09,178001,"The highly anticipated follow-up to the 2,000,000 copy bestselling inspirational book, ""The Power of Now""  With his bestselling spiritual guide ""The Power of Now,"" Eckhart Tolle inspired millions of readers to discover the freedom and joy of a life lived ?in the now.? In ""A New Earth,"" Tolle expands on these powerful ideas to show how transcending our ego-based state of co",316
"['Fiction', 'Contemporary']",White Teeth,['Zadie Smith'],3.79,138062,"At the center of this invigorating novel are two unlikely friends, Archie Jones and Samad Iqbal. Hapless veterans of World War II, Archie and Samad and their families become agents of England’s irrevocable transformation. A second marriage to Clara Bowden, a beautiful, albeit tooth-challenged, Jamaican half his age, quite literally gives Archie a second lease on life, and",448
"['Young Adult', 'Romance']",The Princess Diaries,['Meg Cabot'],3.79,246476,"Mia Thermopolis is pretty sure there's nothing worse than being a five-foot-nine, flat-chested freshman, who also happens to be flunking Algebra.Is she ever in for a surprise.First mom announces that she's dating Mia's Algebra teacher. Then Dad has to go and reveal that he is the crown prince of Genovia. And guess who still doesn't have a date for the Cultural Diversity Da",283
"['Paranormal', 'Vampires']",The Immortal Rules,['Julie Kagawa'],4.04,73595,"To survive in a ruined world, she must embrace the darknessAllison Sekemoto survives in the Fringe, the outermost circle of a walled-in city. By day, she and her crew scavenge for food. By night, any one of them could be eaten. Some days, all that drives Allie is her hatred of them—the vampires who keep humans as blood cattle. Until the night Allie herself dies and become",485
"['Realistic Fiction', 'Young Adult']",Out of My Mind,['Sharon M. Draper'],4.36,127518,"Melody is not like most people. She cannot walk or talk, but she has a photographic memory; she can remember every detail of everything she has ever experienced. She is smarter than most of the adults who try to diagnose her and smarter than her classmates in her integrated classroom - the very same classmates who dismiss her as mentally challenged because she cannot tell",295
"['Fiction', 'Classics']",Bastard Out of Carolina,['Dorothy Allison'],4.12,40461,"Greenville County, South Carolina, is a wild, lush place that is home to the Boatwright family—a tight-knit clan of rough-hewn, hard-drinking men who shoot up each other's trucks, and indomitable women who get married young and age too quickly. At the heart of this story is Ruth Anne Boatwright, known simply as Bone, a bastard child who observes the world around her with a",309
"['Fantasy', 'Fiction']",The Gormenghast Novels,"['Mervyn Peake', 'Anthony Burgess', '(Introduction)', 'Quentin Crisp', '(Introduction)']",4.00,8759,"A doomed lord, an emergent hero, and a dazzling array of bizarre creatures inhabit the magical world of the Gormenghast novels which, along with Tolkien's Lord of the Rings, reign as one of the undisputed fantasy classics of all time. At the center of it all is the seventy-seventh Earl, Titus Groan, who stands to inherit the miles of rambling stone and mortar that form Gor",1173
"['Young Adult', 'Science Fiction']",Under the Never Sky,['Veronica Rossi'],3.98,117444,"WORLDS KEPT THEM APART.DESTINY BROUGHT THEM TOGETHER.Aria has lived her whole life in the protected dome of Reverie. Her entire world confined to its spaces, she's never thought to dream of what lies beyond its doors. So when her mother goes missing, Aria knows her chances of surviving in the outer wasteland long enough to find her are slim.Then Aria meets an outsider name",374
"['Fantasy', 'Young Adult']",Inkdeath,"['Cornelia Funke', 'Anthea Bell', '(Translator)']",3.93,83698,"The masterful conclusion to the epic, award-winning, bestselling INKHEART trilogy by internationally acclaimed author Cornelia Funke. The Adderhead--his immortality bound in a book by Meggie's father, Mo--has ordered his henchmen to plunder the villages. The peasants' only defense is a band of outlaws led by the Bluejay--Mo's fictitious double, whose identity he has reluct",699
"['Mystery', 'Young Adult']",One of Us Is Lying,['Karen M. McManus'],4.04,395750,"One of Us Is Lying is the story of what happens when five strangers walk into detention and only four walk out alive. Everyone is a suspect, and everyone has something to hide.On Monday afternoon, five students at Bayview High walk into detention. Bronwyn, the brain,  is Yale-bound and never breaks a rule.  Addy,  the beauty,  is the picture-perfect homecoming princess.  N",360
"['Historical', 'Historical Fiction']",City of Thieves,['David Benioff'],4.24,134726,"During the Nazis’ brutal siege of Leningrad, Lev Beniov is arrested for looting and thrown into the same cell as a handsome deserter named Kolya. Instead of being executed, Lev and Kolya are given a shot at saving their own lives by complying with an outrageous directive: secure a dozen eggs for a powerful Soviet colonel to use in his daughter’s wedding cake. In a city cut",258
"['Fantasy', 'Fiction']",The Waste Lands,"['Stephen King', 'Ned Dameron', '(Illustrator)']",4.22,201810,"Several months have passed, and Roland’s two new tet-mates have become proficient gunslingers. Eddie Dean has given up heroin, and Odetta’s two selves have joined, becoming the stronger and more balanced personality of Susannah Dean. But while battling The Pusher in 1977 New York, Roland altered ka by saving the life of Jake Chambers, a boy who—in Roland’s where and when—h",422
"['Fiction', 'Science Fiction']",Rant,['Chuck Palahniuk'],3.82,63362,"Buster “Rant” Casey just may be the most efficient serial killer of our time. A high school rebel, Rant Casey escapes from his small town home for the big city where he becomes the leader of an urban demolition derby called Party Crashing. Rant Casey will die a spectacular highway death, after which his friends gather the testimony needed to build an oral history of his sh",320
"['Fiction', 'Mystery']",Big Little Lies,['Liane Moriarty'],4.28,842665,"From the author of Truly Madly Guilty and The Husband s Secret comes a novel about the dangerous little lies we tell ourselves just to survive.A murder...A tragic accident...Or just parents behaving badly? What’s indisputable is that someone is dead.Madeline is a force to be reckoned with. She’s funny, biting, and passionate; she remembers everything and forgives no one. C",460
"['Romance', 'Adult Fiction']",Fifty Shades Trilogy,['E.L. James'],4.11,117186,"Now available in a single volume, E L James's New York Times #1 bestselling trilogy has been hailed by Entertainment Weekly as being ""in a class by itself."" Beginning with the GoodReads Choice Award Romance Finalist Fifty Shades of Grey, the Fifty Shades Trilogy will obsess you, possess you, and stay with you forever.This bundle includes the following novels:FIFTY SHADES O",1859
"['Romance', 'New Adult']",Effortless,['S.C. Stephens'],4.35,115309,"After being caught in the middle of a love triangle that led to a devastating betrayal, Kiera pledged to learn from the mistakes she made. She was determined to never again inflict that kind of pain on anyone, especially the soulful, talented man who held her heart. But life offers new challenges for every relationship, and when Kiera's love is put to the ultimate test, wi",487
"['Historical', 'Historical Fiction']",Tai-Pan,['James Clavell'],4.27,48618,"An Alternate Cover of this edition can be found here.Set in the turbulent days of the founding of Hong Kong in the 1840s, Tai-Pan is the story of Dirk Struan, the ruler - the Tai-Pan - of the most powerful trading company in the Far East. He is also a pirate, an opium smuggler, and a master manipulator of men. This is the story of his fight to establish himself and his dyn",734
"['Fiction', 'Novels']",الحرافيش,"['Naguib Mahfouz', 'نجيب محفوظ']",4.38,15421,ﻳﺼﻒ ﻟﻨﺎ ﻧﺠﻴﺐ ﻣﺤﻔﻮﻅ ﺳﻌﻲ ﺍﻟﻨﻔﺲ ﺍﻟﺒﺸﺮﻳﺔ ﺍﻟﺪﺍﺋﻢ ﺍﻟﻰ ﺍﻟﺨﻼﺹ ﻭﺗﻤﺮﺩﻫﺎ ﻋﻠﻰ ﻧﻔﺴﻬﺎ ﺍﻟﺘﻲ ﺍﺭﺗﻀﺖ ﺑﺎﻟﻮﺍﻗﻊ ﺍﻟﻤﺮﻳﺮ، ﻓﺘﺤﺜﻬﺎ ﺩﺍﺋﻤﺎ ﺍﻟﻰ ﺍﻟﺨﻼﺹ، ﻭﺍﻟﺨﺮﻭﺝ ﻣﻦ ﻧﻔﻖ ﺍﻟﻨﻔﺲ ﺍﻟﻤﻈﻠﻢ، ﻭﻟﻜﻨﻬﺎ ﺗﺼﻄﺪﻡ ﺩﺍﺋﻤﺎ ﺑﺤﺐ ﺍﻟﺪﻧﻴﺎ ﻭﺍﻏﻮﺍﺋﺎﺗﻬﺎ ﺍﻟﻼﻣﺤﺪﻭﺩﺓ ﻭﻫﻨﺎ ﻳﻜﻮﻥ ﻣﻔﺘﺮﻕ ﺍﻟﻄﺮﻕ ﺍﻟﺬﻱ ﺗﺨﺘﺎﺭ ﻓﻴﻪ ﺍﻟﻨﻔﺲ ﺍﻣﺎ ﺍﻟﺴﻴﺮ ﻋﻠﻰ ﺧﻄﻰ ﺍﻟﺼﺎﻟﺤﻴﻦ ﺍﻷﻭﺍﺋﻞ ﺃﻭ ﺍﻟﺤﻴﺎﺩ ﻋﻦ ﻃﺮﻳﻘﻬﻢ ﻭﺍﻳﺜﺎﺭ ﺷﻬﻮﺍﺗﻬﺎ ﺍﻟﺪﺍﺧﻠﻴﺔ، ﻛﻤﺎ ﻳﺼﻒ ﻟﻨﺎ ﺍﻟﺨﻨﻮﻉ ﻭﺍﻟﺬﻝ ﺍﻟﺬﻱ ﻳﺼﻴﺐ ﺍﻟﻨﻔﺲ ﻣﻦ ﺟﺮﺍﺀ ﻳ,599
"['Horror', 'Fiction']",Haunted,['Chuck Palahniuk'],3.60,103949,"Haunted is a novel made up of stories: twenty-three of the most horrifying, hilarious, mind-blowing, stomach-churning tales you'll ever encounter.The stories are told by people who have all answered an ad headlined 'Artists Retreat: Abandon your life for three months'. They are led to believe that here they will leave behind all the distractions of 'real life' that are kee",419
"['Contemporary', 'Novels']",Making Hearts,['Jack Getze'],4.30,7803,"Interrupting the Soria family’s holiday feast, childish teenager Emily requires the hospital emergency room for an apparent attack of appendicitis. But a blunt nurse explains the truth: Emily is giving birth. The seventeen-year-old has tricked her mind and body into believing she isn’t pregnant, when the baby is full term and already being born.A life-affirming, feel-good",148
"['Romance', 'New Adult']",Wait for You,"['Jennifer L. Armentrout', 'Jennifer L. Armentrout']",4.17,147709,"Some things are worth waiting for…Traveling thousands of miles from home to enter college is the only way nineteen-year-old Avery Morgansten can escape what happened at the Halloween party five years ago—an event that forever changed her life. All she needs to do is make it to her classes on time, make sure the bracelet on her left wrist stays in place, not draw any attent",332
"['Historical', 'Historical Fiction']",The Heart of Aleppo: A Story of the Syrian Civil War,['Ammar Habib'],4.41,7441,"#1 Bestseller in Asian-American Literature!Available in paperback, Kindle, and Kindle Unlimited!Winner of the 2019 Independent Press Award From the ashes of the Syrian Civil War comes this story of hope, love, and courage... After standing for over 7,000 years, Aleppo's ruin came overnight. Separated from his family during the night the rebels attacked the city, 13-year-ol",252
"['Mystery', 'Romance']",Naked in Death,['J.D. Robb'],4.12,179615,"Here is the novel that started it all- the first book in J.D. Robb's number-one New York Times-bestselling In Death series, featuring New York homicide detective Lieutenant Eve Dallas and Roarke.  It is the year 2058, and technology now completely rules the world. But New York City Detective Eve Dallas knows that the irresistible impulses of the human heart are still ruled",306
"['Fiction', 'Novels']",Chasing the Red Queen,['Karen Glista'],4.26,2093,"Donja Bellanger, suffering after the death of her father, finds herself in dire straits when her mom takes a new husband. Forced not only to move to a strange city, but to share a room with her glamorous, new stepsister, Makayla Hampton, her life spirals out of control.  Makayla lures her from goth to glam, straight into an exclusive club, not only for wealthy elites but I",277
"['Romance', 'New Adult']",Losing Hope,['Colleen Hoover'],4.32,107375,"In the follow-up to Colleen Hoover’s #1 New York Times bestseller Hopeless, the charming and irresistible Dean Holder tells the passionate story that has melted thousands of hearts.In Hopeless, Sky left no secret unearthed, no feeling unshared, and no memory forgotten, but Holder’s past remained a mystery.Still haunted by the little girl he let walk away, Holder has spent",321
"['Fiction', 'Classics']",The French Lieutenant's Woman,['John Fowles'],3.87,48828,"The scene is the village of Lyme Regis on Dorset's Lyme Bay...""the largest bite from the underside of England's out-stretched southwestern leg."" The major characters in the love-intrigue triangle are Charles Smithson, 32, a gentleman of independent means & vaguely scientific bent; his fiancée, Ernestina Freeman, a pretty heiress daughter of a wealthy & pompous dry goods me",470
"['Classics', 'Fiction']",Villette,"['Charlotte Brontë', 'Ignes Sodre', '(Introduction)', 'A.S. Byatt', '(Introduction)']",3.77,63957,"With her final novel, Villette, Charlotte Brontë reached the height of her artistic power. First published in 1853, Villette is Brontë's most accomplished and deeply felt work, eclipsing even Jane Eyre in critical acclaim. Her narrator, the autobiographical Lucy Snowe, flees England and a tragic past to become an instructor in a French boarding school in the town of Villet",573
"['Fiction', 'Magical Realism']",The Satanic Verses,['Salman Rushdie'],3.70,60270,"Just before dawn one winter's morning, a hijacked jetliner explodes above the English Channel. Through the falling debris, two figures, Gibreel Farishta, the biggest star in India, and Saladin Chamcha, an expatriate returning from his first visit to Bombay in fifteen years, plummet from the sky, washing up on the snow-covered sands of an English beach, and proceed through",561
"['Childrens', 'Picture Books']","Alexander and the Terrible, Horrible, No Good, Very Bad Day","['Judith Viorst', 'Ray Cruz', '(Illustrator)']",4.22,177813,"The perennially popular tale of Alexander's worst day is a storybook that belongs on every child's bookshelf.Alexander knew it was going to be a terrible day when he woke up with gum in this hair.And it got worse...His best friend deserted him. There was no dessert in his lunch bag. And, on top of all that, there were lima beans for dinner and kissing on TV!This handsome n",32
"['Dark', 'Romance']",El Diablo,['M.  Robinson'],4.00,12107,"FROM WALL STREET JOURNAL & USA BESTSELLING AUTHOR M. ROBINSONI was ruthless. I was feared. I had sacrificed. Myself. Her. Everything... Living in a world where I was worth more dead than alive was a choice. I was a bad man, never claimed to be anything else. I’ve done things I’m not proud of. Seen things that can’t be unseen. I’ve caused pain that I can’t undo. It was all",469
"['Epic', 'Contemporary']","Missing Wings (Aranysargas, #1)",['Andrea Luhman'],4.32,6990,"Born with an ability the Veilede people of Madar believe make her ‘one of the first to be blessed by God’, Katrina’s destiny unravels when her father is poisoned and her mother steals her into the human world to hide among those who hate her kind.In a near fatal attempt to return home, Katrina’s stripped of her wings. The poison meant to kill her father leaves him in a deg",411
"['Contemporary', 'Fiction']",The Shadow Girl,['Misty Mount'],4.28,7567,"Shy, thirteen-year-old Zylia has always known she was different. Most teenagers feel unnoticed and unseen, but for Zylia, it's something much worse. She's disappearing from this world and doesn't know how to stop it. At times, she's not sure she wants to. Until she stumbles across a family mystery surrounding the disappearance of her great-aunt Angelica years earlier. Duri",300
"['Fiction', 'Historical']",Gilead,['Marilynne Robinson'],3.83,98032,"Nearly 25 years after Housekeeping, Marilynne Robinson returns with an intimate tale of three generations, from the Civil War to the 20th century: a story about fathers and sons and the spiritual battles that still rage at America's heart. In the words of Kirkus, it is a novel ""as big as a nation, as quiet as thought, and moving as prayer. Matchless and towering."" GILEAD t",247
"['Fantasy', 'Young Adult']",Hollow City,['Ransom Riggs'],4.03,225603,"This second novel begins in 1940, immediately after the first book ended. Having escaped Miss Peregrine’s island by the skin of their teeth, Jacob and his new friends must journey to London, the peculiar capital of the world. Along the way, they encounter new allies, a menagerie of peculiar animals, and other unexpected surprises.Complete with dozens of newly discovered (a",428
"['Classics', 'Fantasy']",The Complete Fairy Tales,"['Hans Christian Andersen', 'Lily Owens', '(Editor & Introduction)', 'Arthur Rackham', '(Illustrator)', 'Hans Richter', '(Illustrator)']",4.28,101982,"This book contains the complete Andersen's fairy tales and stories hardcopy format.Hans Christian Andersen was a Danish author and poet. Although a prolific writer of plays, travelogues, novels, and poems, Andersen is best remembered for his fairy tales, a literary genre he so mastered that he himself has become as mythical as the tales he wrote. Andersen's popularity is n",803
"['Fiction', 'Cultural']",What Is the What,['Dave Eggers'],4.08,87379,"From the bestselling author of A Heartbreaking Work of Staggering Genius, What Is the What is the epic novel based on the life of Valentino Achak Deng who, along with thousands of other children —the so-called Lost Boys—was forced to leave his village in Sudan at the age of seven and trek hundreds of miles by foot, pursued by militias, government bombers, and wild animals,",475
"['Young Adult', 'Paranormal']",Halo,['Alexandra Adornetto'],3.66,68132,"An angel is sent to Earth on a mission.But falling in love is not part of the plan.Three angels – Gabriel, the warrior; Ivy, the healer; and Bethany, the youngest and most human – are sent by Heaven to bring good to a world falling under the influence of darkness. They work hard to conceal their luminous glow, superhuman powers, and, most dangerous of all, their wings, all",485
"['Fiction', 'Classics']",Ham on Rye,['Charles Bukowski'],4.14,90674,"In what is widely hailed as the best of his many novels, Charles Bukowski details the long, lonely years of his own hardscrabble youth in the raw voice of alter ego Henry Chinaski. From a harrowingly cheerless childhood in Germany through acne-riddled high school years and his adolescent discoveries of alcohol, women, and the Los Angeles Public Library's collection of D. H",288
"['Fantasy', 'Fiction']",Elantris,['Brandon Sanderson'],4.17,203609,"Elantris was the capital of Arelon: gigantic, beautiful, literally radiant, filled with benevolent beings who used their powerful magical abilities for the benefit of all. Yet each of these demigods was once an ordinary person until touched by the mysterious transforming power of the Shaod. Ten years ago, without warning, the magic failed. Elantrians became wizened, leper-",622
"['Young Adult', 'Mystery']",Cross My Heart and Hope to Spy,['Ally Carter'],4.11,88951,"Cammie Morgan is back, and it's clear that her life hasn't calmed down since the events of I'd Tell You I Love You, But Then I'd Have to Kill You. At first, giddy anticipation is in the air. Gallagher Academy, Cammie's elite spy school, is hosting a visit from a covert training center for boys. Soon after the boys' arrival, though, everything goes dangerously awry when a s",236
"['Classics', 'Poetry']",Metamorphoses,"['Ovid', 'David Raeburn', '(Translation)', 'Denis Feeney', '(Contributor)']",4.07,61736,"Prized through the ages for its splendor and its savage, sophisticated wit, The Metamorphoses is a masterpiece of Western culture--the first attempt to link all the Greek myths, before and after Homer, in a cohesive whole, to the Roman myths of Ovid's day. Horace Gregory, in this modern translation, turns his poetic gifts toward a deft reconstruction of Ovid's ancient them",723
"['Fiction', 'Mystery']","Tinker, Tailor, Soldier, Spy",['John le Carré'],4.03,90472,"A modern classic in which John le Carré expertly creates a total vision of a secret world, Tinker, Tailor, Soldier, Spy begins George Smiley's chess match of wills and wits with Karla, his Soviet counterpart. It is now beyond a doubt that a mole, implanted decades ago by Moscow Centre, has burrowed his way into the highest echelons of British Intelligence. His treachery ha",381
"['Fiction', 'Classics']",The Dharma Bums,"['Jack Kerouac', 'فرید قدمی', '(Translator)']",3.90,91206,"Two ebullient young men search for Truth the Zen way: from marathon wine-drinking bouts, poetry jam sessions, and ""yabyum"" in San Francisco's Bohemia, to solitude in the high Sierras and a vigil atop Desolation Peak in Washington State. Published just a year after On the Road put the Beat Generation on the map, The Dharma Bums is sparked by Kerouac's expansiveness, humor,",244
"['Classics', 'Fiction']",The Blue Castle,['L.M. Montgomery'],4.28,33235,"An unforgettable story of courage and romance. Will Valancy Stirling ever escape her strict family and find true love?Valancy Stirling is 29, unmarried, and has never been in love. Living with her overbearing mother and meddlesome aunt, she finds her only consolation in the ""forbidden"" books of John Foster and her daydreams of the Blue Castle--a place where all her dreams",218
"['Science Fiction', 'Fiction']","The Diamond Age: Or, a Young Lady's Illustrated Primer",['Neal Stephenson'],4.14,89742,"The Diamond Age: Or, a Young Lady's Illustrated Primer is a postcyberpunk novel by Neal Stephenson. It is to some extent a science fiction coming-of-age story, focused on a young girl named Nell, and set in a future world in which nanotechnology affects all aspects of life. The novel deals with themes of education, social class, ethnicity, and the nature of artificial inte",499
"['Young Adult', 'LGBT']",They Both Die at the End,['Adam Silvera'],4.02,274973,"Adam Silvera reminds us that there’s no life without death and no love without loss in this devastating yet uplifting story about two people whose lives change over the course of one unforgettable day.On September 5, a little after midnight, Death-Cast calls Mateo Torrez and Rufus Emeterio to give them some bad news: They’re going to die today.Mateo and Rufus are total str",389
"['Fiction', 'Drama']",America's Daughter,['Maria Nhambu'],4.29,8222,"In America’s Daughter, the second book of the trilogy, the author arrives in the United States in the company of Catherine Murray, an American high-school teacher. Her adjustment to a new culture includes shocking doses of American-style racial discrimination and Nhambu’s discovery that she must learn to be a Black American. She graduates from college, thus fulfilling her",367
"['Young Adult', 'Fantasy']",Beautiful Darkness,"['Kami Garcia', 'Margaret Stohl']",3.82,134395,"Fall under the spell of the Beautiful Darkness, the sequel to the instant NYT bestselling gothic fantasy, Beautiful Creatures!

There were no surprises in Gatlin County. At least, that's what I thought. Turns out, I couldn't have been more wrong.Ethan Wate used to think of Gatlin as a place where nothing ever changed. Then mysterious newcomer Lena Duchannes revealed a se",503
"['Classics', 'Fiction']",Notes from Underground,"['Fyodor Dostoevsky', 'Richard Pevear', '(Translator)', 'Larissa Volokhonsky', '(Translator)']",4.15,102236,"Dostoevsky’s most revolutionary novel, Notes from Underground marks the dividing line between nineteenth- and twentieth-century fiction, and between the visions of self each century embodied. One of the most remarkable characters in literature, the unnamed narrator is a former official who has defiantly withdrawn into an underground existence. In complete retreat from soci",136
"['Fiction', 'Fantasy']",The Octunnumi Fosbit Files Prologue,['Trevor Alan Foris'],4.11,11344,"Publishers note:The Octunnumi does not exist.Fosbit and any files relating to a Fosbit do not exist.The Tarelen peoples that protect and provide sanctuary for the Avitens of Fethrist are not real.The abilities of the Tarelen peoples with their heightened skills, living in their Utopian world are myth, their purpose here mere tales; rumours of their reincarnations enabling",520
"['Fiction', 'Adult']",Arrangement in Black and White,['Fred Misurella'],4.34,1771,"She's white; he's black. But their conflicts are more than racial. Margy's from Iowa, an artist, the product of an abusive mother and neglectful father. Everet's from Connecticut, a civil rights lawyer on the rise toward greater recognition, and their lives take a tense turn when he decides to run for political office just as Margy moves forward in her own career. Arrangem",368
"['Fantasy', 'Young Adult']",The Dream Thieves,['Maggie Stiefvater'],4.20,177141,"Now that the ley lines around Cabeswater have been woken, nothing for Ronan, Gansey, Blue, and Adam will be the same. Ronan, for one, is falling more and more deeply into his dreams, and his dreams are intruding more and more into waking life. Meanwhile, some very sinister people are looking for some of the same pieces of the Cabeswater puzzle that Gansey is after…",439
