genres,title,authors,rating,reviews,pages,Key_words
"['fantasy', 'youngadult']",Strange the Dreamer,['lainitaylor'],4.25,104057,544,"['dream', 'chooses', 'dreamer', 'way', 'around', '—', 'lazlo', 'strange', 'war', 'orphan', 'junior', 'librarian', 'always', 'feared', 'chose', 'poorly', 'since', 'five', 'year', 'old', '’', 'obsessed', 'mythic', 'lost', 'city', 'weep', 'would', 'take', 'someone', 'bolder', 'cross', 'half', 'world', 'search', 'stunning', 'opportunity', 'present', 'pers']"
"['novels', 'fiction']",عزازيل,"['youssefziedan', 'يوسفزيدان']",4.04,48840,470,"['تدور', 'أحداث', 'الرواية', 'في', 'القرن', 'الخامس', 'الميلادي', 'ما', 'بين', 'صعيد', 'مصر', 'والإسكندرية', 'وشمال', 'سوريا', '،', 'عقب', 'تبني', 'الإمبراطورية', 'الرومانية', 'للدين', 'المسيحي', 'وما', 'تلا', 'ذلك', 'من', 'صراع', 'مذهبي', 'داخلي', 'آباء', 'الكنيسة', 'جهة', 'والمؤمنين', 'الجدد', 'والوثنية', 'المتراجعة', 'أخرى', 'أظن', 'أني', 'تمتعت', 'بعمل', 'هذا', 'القبيل', '..', 'أروع', 'العمل', '""--', 'يحيى', 'الجمل', 'هذه', 'عمل', 'مبدع', 'وخطير', 'لما', 'يحتويه', 'مناطق', 'حوارية', 'إنسانية']"
"['fiction', 'sciencefiction']",Galápagos,['kurtvonnegutjr.'],3.85,75568,324,"['galápagos', 'take', 'reader', 'back', 'one', 'million', 'year', '1986', 'simple', 'vacation', 'cruise', 'suddenly', 'becomes', 'evolutionary', 'journey', 'thanks', 'apocalypse', 'small', 'group', 'survivor', 'stranded', 'island', 'become', 'progenitor', 'brave', 'new', 'totally', 'different', 'human', 'race', 'inimitable', 'novel', 'america', '’', 'master', 'satirist', 'look', 'world']"
"['thriller', 'fiction']",Behind Closed Doors,['b.a.paris'],3.96,373603,293,"['perfect', 'marriage', 'lie', 'everyone', 'know', 'couple', 'like', 'jack', 'grace', 'look', 'wealth', 'charm', 'elegance', '’', 'dedicated', 'attorney', 'never', 'lost', 'case', 'flawless', 'homemaker', 'masterful', 'gardener', 'cook', 'dotes', 'disabled', 'younger', 'sister', 'though', 'still', 'newlywed', 'seem', 'might', 'want']"
"['childrens', 'childrens']",The Cat in the Hat Comes Back,['dr.seuss'],3.87,29878,63,"['cat', 'hat', 'return', 'control', 'fun', 'wintry', 'beginner', 'book', 'dr', 'seuss', '’', 'snowy', 'day', 'dick', 'sally', 'stuck', 'shovelling', 'arrives', 'liven', 'thing', 'say', 'least', '!).', 'featuring', 'helper', 'little', 'b', 'alphabet', 'ending', 'gigantic', 'voom']"
"['sciencefiction', 'fiction']",Xenocide,"['orsonscottcard', 'piotrw.cholewa', '(translator)']",3.8,150465,592,"['war', 'survival', 'planet', 'lusitania', 'fought', 'heart', 'child', 'named', 'gloriously', 'bright', 'ender', 'found', 'world', 'human', 'pequininos', 'hive', 'queen', 'could', 'live', 'together', 'three', 'different', 'intelligent', 'specie', 'find', 'common', 'ground', 'last', 'thought', 'also', 'harbor', 'descolada', 'virus', 'kill', 'hu']"
"['historical', 'historicalfiction']",Noble House,['jamesclavell'],4.26,37789,1376,"['alternate', 'cover', 'edition', 'isbn13', '9780440164845', 'tai', 'pan', 'ian', 'dunross', 'struggle', 'rescue', 'struan', 'precarious', 'financial', 'position', 'left', 'predecessor', 'seek', 'partnership', 'american', 'millionaire', 'trying', 'ward', 'arch', 'rival', 'quillan', 'gornt', 'destroy', 'meanwhile', 'chinese', 'communist']"
"['historical', 'historicalfiction']",The Physician,['noahgordon'],4.37,43399,714,"['11th', 'century', 'rob', 'cole', 'left', 'poor', 'disease', 'ridden', 'london', 'make', 'way', 'across', 'land', 'hustling', 'juggling', 'peddling', 'cure', 'sick', '—', 'discovering', 'mystical', 'way', 'healing', 'travel', 'found', 'real', 'gift', 'urged', 'become', 'doctor', 'consuming', 'dream', 'made', 'perilous', 'unheard']"
"['horror', 'thriller']",Intensity,['deankoontz'],4.04,78226,436,"['past', 'midnight', 'chyna', 'shepard', 'twenty', 'six', 'gaze', 'moonlit', 'window', 'unable', 'sleep', 'first', 'night', 'napa', 'valley', 'home', 'best', 'friend', 'family', 'instinct', 'prof', 'reliable', 'murderous', 'sociopath', 'edgler', 'foreman', 'f', 'entered', 'house', 'intent', 'killing', 'everyone', 'inside', 'self', 'proclaimed', 'homicidal', 'adventurer', ',""', 'life', 'satisfy', 'appetite']"
"['sciencefiction', 'fiction']",Ringworld,['larryniven'],3.96,112100,288,"['artefact', 'circular', 'ribbon', 'matter', 'six', 'hundred', 'million', 'mile', 'long', 'ninety', 'radius', 'pierson', 'puppeteer', 'alien', 'discovered', 'understandably', 'wary', 'encountering', 'builder', 'immense', 'structure', 'assembled', 'team', 'two', 'human', 'mad', 'puppeteer', 'kzin', 'huge', 'cat', 'like', 'alien', 'explore', 'crash', 'landing']"
"['fiction', 'thriller']",The Testament,"['johngrisham', 'jorma-veikkosappinen', '(translator)']",3.87,113843,535,"['plush', 'virginia', 'office', 'rich', 'angry', 'old', 'man', 'furiously', 'rewriting', 'death', 'hour', 'away', 'troy', 'phelan', 'want', 'send', 'message', 'child', 'ex', 'wife', 'minion', 'touch', 'vicious', 'legal', 'battle', 'transform', 'dozen', 'life', 'new', 'name', 'sole', 'surprise', 'heir', 'eleven', 'billion', 'dollar', 'fortun']"
"['fantasy', 'youngadult']",The King of Attolia,['meganwhalenturner'],4.38,35357,387,"['scheming', 'theft', 'thief', 'eddis', 'become', 'king', 'attolia', 'eugenides', 'wanted', 'queen', 'crown', 'find', 'trapped', 'web', 'making', 'drag', 'naive', 'young', 'guard', 'center', 'political', 'maelstrom', 'poor', 'costis', 'know', 'victim', 'caprice', 'contempt', 'slowly', 'turn', 'grudging', 'respect', 'thoug']"
"['classics', 'poetry']",The Selected Writings of Edgar Allan Poe,"['edgarallanpoe', 'garyrichardthompson', '(editor)']",4.31,1516,1024,"['enormously', 'popular', 'widely', 'admired', 'edgar', 'allan', 'poe', 'occupies', 'extraordinary', 'place', 'american', 'literature', 'technically', 'skillful', 'spiritually', 'haunting', 'body', 'work', 'poem', 'tale', 'novel', 'essay', '—', 'awakens', 'reader', 'darker', 'side', 'humanity', 'norton', 'critical', 'edition', 'includes', 'important', 'writing', 'introduced', 'annotated', 'edited', 'leading']"
"['drama', 'novels']",Westwind Secrets,['marilyndallavalle'],4.31,8247,405,"['devastated', 'husband', 'infidelity', 'romance', 'writer', 'mysti', 'wade', 'load', 'personal', 'possession', 'rented', 'trailer', 'set', 'claim', 'unseen', 'inheritance', 'rescued', 'hound', 'zak', 'left', 'estranged', 'grandmother', 'second', 'empire', 'victorian', 'mansion', 'rhode', 'island', 'narragansett', 'bay', 'thirty', 'year', 'past', 'prime', 'condition', 'estate', 'money', 'maintena']"
"['sequentialart', 'manga']","Death Note, Vol. 1: Boredom","['tsugumiohba', 'takeshiobata', '(illustrator)', 'pookierolf', '(translator)']",4.45,225147,195,"['light', 'yagami', 'ace', 'student', 'great', 'prospect', 'bored', 'mind', 'change', 'find', 'death', 'note', 'notebook', 'dropped', 'rogue', 'shinigami', 'god', 'human', 'whose', 'name', 'written', 'dy', 'vowed', 'use', 'power', 'rid', 'world', 'evil', 'criminal', 'begin', 'dropping', 'dead']"
"['fiction', 'thriller']",Origin,['danbrown'],3.87,286039,456,"['robert', 'langdon', 'harvard', 'professor', 'symbology', 'religious', 'iconology', 'arrives', 'ultramodern', 'guggenheim', 'museum', 'bilbao', 'attend', 'major', 'announcement', '—', 'unveiling', 'discovery', '“', 'change', 'face', 'science', 'forever', '.”', 'evening', '’', 'host', 'edmond', 'kirsch', 'forty', 'year', 'old', 'billionaire', 'futurist', 'whose', 'dazzling', 'high', 'tech', 'invention', 'audacious', 'prediction', 'ha']"
"['historical', 'historicalfiction']","Sarah, Plain and Tall",['patriciamaclachlan'],3.79,81203,64,"['beloved', 'newbery', 'medal', '–', 'winning', 'book', 'first', 'five', 'book', 'patricia', 'maclachlan', 'chapter', 'series', 'witting', 'family', 'set', 'late', 'nineteenth', 'century', 'told', 'young', 'anna', 'point', 'view', 'sarah', 'plain', 'tall', 'tell', 'story', 'elisabeth', 'wheaton', 'come', 'maine', 'prairie', 'answer', 'papa', 'advertisement', 'wife', 'mother']"
"['fantasy', 'youngadult']",Ascend,['amandahocking'],4.08,61151,326,"['wendy', 'everly', 'facing', 'impossible', 'choice', 'way', 'save', 'trylle', 'deadliest', 'enemy', 'sacrificing', 'surrender', 'vittra', 'people', 'thrust', 'brutal', 'war', 'unbeatable', 'foe', 'leave', 'friend', 'behind', '...', 'even', '’', 'stake', 'never', 'higher']"
"['fiction', 'thriller']",The Rainmaker,['johngrisham'],3.96,185359,419,"['inthe', 'rainmaker', 'john', 'grisham', 'tell', 'story', 'young', 'man', 'barely', 'law', 'school', 'find', 'taking', 'one', 'powerful', 'corrupt', 'ruthless', 'company', 'america', '--', 'exposing', 'complex', 'multibillion', 'dollar', 'insurance', 'scam', 'final', 'semester', 'rudy', 'baylor', 'required', 'provide', 'free', 'legal', 'advice', 'group', 'senior', 'citizen']"
"['fiction', 'contemporary']",Normal People,['sallyrooney'],3.85,640539,273,"['school', 'connell', 'marianne', 'pretend', 'know', '’', 'popular', 'well', 'adjusted', 'star', 'soccer', 'team', 'lonely', 'proud', 'intensely', 'private', 'come', 'pick', 'mother', 'housekeeping', 'job', 'house', 'strange', 'indelible', 'connection', 'grows', 'two', 'teenager', 'one', 'determined', 'conceal']"
"['youngadult', 'romance']",Just One Day,['gayleforman'],3.98,85834,369,"['breathtaking', 'journey', 'toward', 'self', 'discovery', 'true', 'love', 'author', 'stay', 'sheltered', 'american', 'good', 'girl', 'allyson', 'lulu', 'healey', 'first', 'meet', 'laid', 'back', 'dutch', 'actor', 'willem', 'de', 'ruiter', 'underground', 'performance', 'twelfth', 'night', 'england', 'undeniable', 'spark', 'one', 'day', 'together', 'burst', 'flame', 'seems', 'unt']"
"['nonfiction', 'autobiography']",Reading Lolita in Tehran: A Memoir in Books,['azarnafisi'],3.62,133068,356,"['every', 'thursday', 'morning', 'two', 'year', 'islamic', 'republic', 'iran', 'bold', 'inspired', 'teacher', 'named', 'azar', 'nafisi', 'secretly', 'gathered', 'seven', 'committed', 'female', 'student', 'read', 'forbidden', 'western', 'classic', 'morality', 'squad', 'staged', 'arbitrary', 'raid', 'tehran', 'fundamentalist', 'seized', 'hold', 'university', 'blind', 'censor', 'stifled', 'artistic', 'expression']"
"['classics', 'fiction']","The Call of the Wild, White Fang and Other Stories",['jacklondon'],4.03,21582,400,"['jack', 'london', 'fiction', 'none', 'popular', 'dog', 'story', 'addition', 'call', 'wild', 'epic', 'tale', 'californian', 'adventure', 'klondike', 'gold', 'rush', 'edition', 'includes', 'white', 'fang', 'five', 'famous', 'short', 'b', 'tard', 'moon', 'face', 'brown', 'wolf', 'spot', 'build', 'fire']"
"['historical', 'historicalfiction']",The House at Riverton,['katemorton'],3.93,113396,599,"['house', 'riverton', 'gorgeous', 'debut', 'novel', 'set', 'england', 'war', 'perfect', 'fan', 'downton', 'abbey', ',""', 'story', 'aristocratic', 'family', 'mysterious', 'death', 'way', 'life', 'vanished', 'forever', 'told', 'flashback', 'woman', 'witnessed', 'full', 'secret', 'revealed', 'others', 'hidden', 'reminiscent', 'romanti']"
"['romance', 'contemporary']",After Forever Ends,['melodieramone'],4.05,1533,564,"['orphaned', 'mother', 'brushed', 'dad', 'fifteen', 'year', 'old', 'silvia', 'cotton', 'lived', 'lonely', 'life', '1985', 'father', 'moved', 'family', 'highland', 'scotland', 'midland', 'wale', 'enrolled', 'bennington', 'private', 'boarding', 'school', 'met', 'charming', 'rebellious', 'dickinson', 'twin', 'oliver', 'alexander', 'regrettab']"
"['nonfiction', 'sociology']",Nickel and Dimed: On (Not) Getting by in America,['barbaraehrenreich'],3.64,188142,240,"['million', 'american', 'work', 'full', 'time', 'year', 'round', 'poverty', 'level', 'wage', '1998', 'barbara', 'ehrenreich', 'decided', 'join', 'inspired', 'part', 'rhetoric', 'surrounding', 'welfare', 'reform', 'promised', 'job', 'equal', 'better', 'life', 'anyone', 'survive', 'let', 'alone', 'prosper', '6', '-$', '7', 'hour', 'find', 'moved', 'florida', 'maine', 'minnesota']"
"['mystery', 'psychology']",The Human Obsession,['heathsommer'],4.13,183,314,"['year', 'retirement', 'chief', 'police', 'frank', 'murphy', 'want', 'nothing', 'spend', 'golden', 'year', 'hgtv', 'marathon', 'endless', 'tee', 'time', 'get', 'string', 'abduction', 'make', 'ted', 'bundy', 'look', 'like', 'amateur', 'human', 'obsession', 'sequel', 'heath', 'sommer', '2009', 'breakout', 'psychological', 'thriller', 'manufactured', 'identity', 'hapless', 'lo']"
"['fiction', 'sciencefiction']",The Lost World,['michaelcrichton'],3.81,138933,448,"['six', 'year', 'since', 'secret', 'disaster', 'jurassic', 'park', 'extraordinary', 'dream', 'science', 'imagination', 'came', 'crashing', 'end', '–', 'dinosaur', 'destroyed', 'dismantled', 'island', 'indefinitely', 'closed', 'public', 'rumor', 'something', 'survived', '....']"
"['youngadult', 'fantasy']",Fragile Eternity,['melissamarr'],3.84,42353,389,"['seth', 'never', 'expected', 'would', 'want', 'settle', 'anyone', 'aislinn', 'everything', 'ever', 'dreamed', 'want', 'forever', 'take', 'new', 'meaning', 'though', 'girlfriend', 'immortal', 'faery', 'queen', 'rule', 'creature', 'always', 'terrified', 'keenan', 'stole']"
"['romance', 'paranormalromance']",Dance with the Devil,['sherrilynkenyon'],4.35,65115,361,"['zarek', '’', 'point', 'view', 'dark', 'hunter', 'soulless', 'guardian', 'stand', 'mankind', 'would', 'see', 'destroyed', 'yeah', 'right', 'part', 'code', 'honor', 'got', 'eternity', 'solitude', 'insanity', 'condition', 'many', 'say', 'suffer', 'alone', 'long', 'enjoy', 'every', 'minute', 'trust', 'anyone', '…']"
"['youngadult', 'fantasy']",Shadowland,['alysonnoel'],3.66,81564,339,"['enter', 'realm', 'immortal', '—', '1', 'new', 'york', 'time', 'bestselling', 'series', 'acclaimed', 'breathtaking', 'mesmerizing', 'flawless', 'extraordinary', 'ever', 'damen', 'traveled', 'countless', 'past', 'life', 'fought', 'world', '’', 'darkest', 'enemy', 'could', 'together', 'forever', 'long', 'awaited', 'destiny', 'finally', 'within', 'reach', 'powerful', 'curse', 'fa']"
"['fiction', 'classics']",The House on Mango Street,['sandracisneros'],3.68,143742,110,"['acclaimed', 'critic', 'beloved', 'reader', 'age', 'taught', 'everywhere', 'inner', 'city', 'grade', 'school', 'university', 'across', 'country', 'translated', 'world', 'house', 'mango', 'street', 'remarkable', 'story', 'esperanza', 'cordero', 'told', 'series', 'vignette', '–', 'sometimes', 'heartbreaking', 'deeply', 'joyous', 'young', 'latina', 'girl', 'growing']"
"['youngadult', 'romance']",The Sun Is Also a Star,['nicolayoon'],4.03,240369,384,"['natasha', '’', 'girl', 'belief', 'science', 'fact', 'fate', 'destiny', 'dream', 'never', 'come', 'true', 'definitely', 'kind', 'meet', 'cute', 'boy', 'crowded', 'new', 'york', 'city', 'street', 'fall', 'love', 'family', 'twelve', 'hour', 'away', 'deported', 'jamaica', 'falling', 'story', 'daniel', 'always']"
"['sciencefiction', 'dystopia']",The Testing,"['joellecharbonneau', 'améliesarn', '(translator)', 'améliehesnard']",4.03,68401,325,"['keep', 'friend', 'close', 'enemy', 'closer', 'say', 'may', 'one', 'seven', 'stage', 'war', 'left', 'much', 'planet', 'charred', 'wasteland', 'future', 'belongs', 'next', 'generation', 'chosen', 'must', 'rebuild', 'enter', 'elite', 'group', 'candidate', 'first', 'pas', 'testing', '—', 'chance', 'colle']"
"['fantasy', 'fiction']",A Storm of Swords: Steel and Snow,['georger.r.martin'],4.42,77657,663,"['winter', 'approach', 'westeros', 'like', 'angry', 'beast', 'seven', 'kingdom', 'divided', 'revolt', 'blood', 'feud', 'northern', 'waste', 'horde', 'hungry', 'savage', 'people', 'steeped', 'dark', 'magic', 'wilderness', 'poised', 'invade', 'kingdom', 'north', 'robb', 'stark', 'wear', 'new', 'forged', 'crown', 'defence', 'ranged', 'south', 'land', 'cunning', 'cr']"
"['polyamorous', 'reverseharem']",Complicated Moonlight,['lynessalayne'],4.33,341,287,"['second', 'volume', 'close', 'eye', 'series', 'evolving', 'love', 'triangle', 'jase', 'kinsley', 'klive', 'intensifies', '’', 'nightshade', 'superior', 'command', 'stay', 'away', 'else', 'make', 'move', 'toward', 'commitment', 'asking', 'inferno', 'biker', 'cross', 'line', 'take', 'violent', 'stand', 'defies', 'order', 'def']"
"['youngadult', 'sciencefiction']",More Than This,['patrickness'],3.95,59741,480,"['boy', 'drowns', 'desperate', 'alone', 'final', 'moment', 'dy', 'wake', 'naked', 'bruised', 'thirsty', 'alive', 'strange', 'deserted', 'place', 'struggle', 'understand', 'happening', 'dare', 'hope', 'might', 'end', 'life', 'perhaps', 'afterlife', 'multi', 'award', 'winning', 'patrick', 'ness']"
"['history', 'nonfiction']",Black Hawk Down: A Story of Modern War,['markbowden'],4.26,59586,386,"['october', '3', '1993', 'hundred', 'u', 'soldier', 'dropped', 'helicopter', 'teeming', 'market', 'heart', 'mogadishu', 'somalia', 'abduct', 'two', 'top', 'lieutenant', 'somali', 'warlord', 'action', 'supposed', 'take', 'hour', 'instead', 'spent', 'long', 'terrible', 'night', 'fighting', 'thousand', 'armed', 'somali', 'morning', 'eighteen', 'american', 'dead', 'seventy', 'b']"
"['fantasy', 'youngadult']",Ptolemy's Gate,['jonathanstroud'],4.26,81539,501,"['nathaniel', '17', 'treat', 'bartimaeus', 'worse', 'ever', 'long', 'suffering', 'djinni', 'weak', 'much', 'time', 'world', 'near', 'end', 'patience', 'rebel', 'kitty', '18', 'hide', 'stealthily', 'finishing', 'research', 'magic', 'demon', 'daring', 'plan', 'hope', 'break', 'endless', 'cycle', 'conflict', 'djinn', 'human', 'anyone', 'listen']"
"['fantasy', 'youngadult']",The Diviners,['libbabray'],3.92,99332,578,"['something', 'dark', 'evil', 'awakened', '…', 'evie', '’', 'neill', 'exiled', 'boring', 'old', 'hometown', 'shipped', 'bustling', 'street', 'new', 'york', 'city', '—', 'po', 'tute', 'ly', 'ecstatic', '1926', 'filled', 'speakeasy', 'ziegfeld', 'girl', 'rakish', 'pickpocket', 'catch', 'live', 'uncle', 'unhealthy', 'obsession']"
"['fiction', 'contemporary']",Beartown,"['fredrikbackman', 'neilsmith', '(translator)']",4.26,264916,432,"['1', 'new', 'york', 'time', 'bestselling', 'author', 'man', 'called', 'ove', 'return', 'dazzling', 'profound', 'novel', 'small', 'town', 'big', 'dream', '—', 'price', 'required', 'make', 'come', 'true', 'people', 'say', 'beartown', 'finished', 'tiny', 'community', 'nestled', 'deep', 'forest', 'slowly', 'losing', 'ground', 'ever', 'encroaching', 'tree', 'lake', 'stand', 'old', 'ice', 'rink', 'built', 'generat']"
"['fiction', 'classics']","Winesburg, Ohio",['sherwoodanderson'],3.84,31466,240,"['winesburg', 'ohio', 'depicts', 'strange', 'secret', 'life', 'inhabitant', 'small', 'town', 'hand', ',""', 'wing', 'biddlebaum', 'try', 'hide', 'tale', 'banishment', 'pennsylvania', 'represented', 'adventure', 'lonely', 'alice', 'hindman', 'impulsively', 'walk', 'naked', 'night', 'rain', 'threaded', 'story', 'viewpoint', 'george', 'willard', 'young', 'news']"
"['shortstories', 'fiction']",The Lottery and Other Stories,['shirleyjackson'],4.06,67842,302,"['lottery', 'one', 'terrifying', 'story', 'written', 'century', 'created', 'sensation', 'first', 'published', 'new', 'yorker', 'power', 'haunting', ',""', 'night', 'unrest', 'typical', 'reader', 'response', 'collection', 'appear', 'shirley', 'jackson', 'lifetime', 'unites', ':""', 'twenty', 'four', 'equally', 'unusual', 'together', 'demon']"
"['romance', 'contemporary']",The Hating Game,['sallythorne'],4.1,291261,387,"['nemesis', 'n', '.)', '1', 'opponent', 'rival', 'person', 'cannot', 'best', 'overcome', '2', '’', 'undoing3', 'joshua', 'templemanlucy', 'hutton', 'always', 'certain', 'nice', 'girl', 'get', 'corner', 'office', 'charming', 'accommodating', 'pride', 'loved', 'everyone', 'bexley', 'gamin', 'except', 'coldly', 'efficient', 'impeccably', 'attired', 'physically', 'intimidatin']"
"['fantasy', 'fiction']",Thud!,['terrypratchett'],4.32,66718,439,"['koom', 'valley', 'troll', 'ambushed', 'dwarf', 'far', 'away', 'long', 'time', 'ago', 'solve', 'murder', 'one', 'dwarf', 'commander', 'sam', 'vimes', 'ankh', 'morpork', 'city', 'watch', 'going', 'see', 'fought', 'right', 'outside', 'office', 'beloved', 'crumbling', 'around', 'war', 'drum', 'sounding', 'must', 'unrav']"
"['sequentialart', 'comics']",The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,['billwatterson'],4.65,23066,254,"['collection', 'calvin', 'hobbes', 'cartoon', 'author', '1986', 'reuben', 'award', 'outstanding', 'cartoonist', 'year', 'also', 'illustrated', 'something', 'bed', 'drooling', 'yukon', 'ho', 'weirdo', 'another', 'planet']"
"['historical', 'historicalfiction']",The Egyptian,['mikawaltari'],4.16,20712,514,"['finnish', 'novel', 'adopted', 'hollywood', 'film', 'mika', 'waltari', '1945', 'egyptian', 'turned', 'deluxe', 'color', 'epic', '20th', 'century', 'fox', '1954', 'nominated', 'academy', 'award', 'year', 'later', '1940s', '1', 'bestseller', 'historic', 'time', 'favorite', 'translation', 'english', 'swedish', 'top']"
"['fantasy', 'youngadult']",The Kiss of Deception,['marye.pearson'],3.96,111185,492,"['society', 'steeped', 'tradition', 'princess', 'lia', '’', 'life', 'follows', 'preordained', 'course', 'first', 'daughter', 'expected', 'revered', 'gift', 'sight', '—', 'know', 'parent', 'perpetrating', 'sham', 'arrange', 'marriage', 'secure', 'alliance', 'neighboring', 'kingdom', 'prince', 'never', 'met', 'morning', 'wedding', 'flees']"
"['horror', 'fiction']",Lisey's Story,['stephenking'],3.69,74459,513,"['lisey', 'debusher', 'landon', 'lost', 'husband', 'scott', 'two', 'year', 'ago', 'twenty', 'five', 'year', 'marriage', 'profound', 'sometimes', 'frightening', 'intimacy', 'award', 'winning', 'bestselling', 'novelist', 'complicated', 'man', 'early', 'relationship', 'married', 'learn', 'book', 'blood', 'bools', 'later', 'understood', 'w']"
"['contemporary', 'fiction']","Drum Beats, Heart Beats",['marianhambu'],4.29,4133,500,"['final', 'volume', 'dancing', 'soul', 'trilogy', 'join', 'ever', 'insightful', 'passionate', 'nhambu', 'traverse', 'diverse', 'culture', 'continent', 'negotiates', 'complex', 'shifting', 'web', 'mixed', 'identity', '—', 'african', 'immigrant', 'american', 'marriage', 'parenthood', 'search', 'father', 'never', 'known', 'trauma', 'triumph', 'love', 'betrayal']"
"['fantasy', 'youngadult']",Eon: Dragoneye Reborn,['alisongoodman'],3.92,66556,531,"['also', 'known', 'two', 'pearl', 'wisdom', 'eon', 'rise', 'dragoneye', 'book', 'published', 'different', 'publisher', 'swordplay', 'dragon', 'magic', '--', 'hero', 'desperate', 'secrettwelve', 'year', 'old', 'training', 'year', 'intensive', 'study', 'based', 'east', 'asian', 'astrology', 'involves', 'kind', 'skill', 'sword', 'work', 'magical', 'aptitude']"
"['fiction', 'novels']",Housekeeping,['marilynnerobinson'],3.8,49171,219,"['modern', 'classic', 'housekeeping', 'story', 'ruth', 'younger', 'sister', 'lucille', 'grow', 'haphazardly', 'first', 'care', 'competent', 'grandmother', 'two', 'comically', 'bumbling', 'great', 'aunt', 'finally', 'sylvie', 'eccentric', 'remote', 'aunt', 'family', 'house', 'small', 'far', 'west', 'town', 'fingerbone', 'set', 'glacial', 'lake', 'gr']"
"['childrens', 'fiction']",The Twits,"['roalddahl', 'quentinblake', '(illustrator)']",3.96,129600,96,"['outwit', 'twit', 'mr', 'mr', 'smelliest', 'ugliest', 'people', 'world', 'hate', 'everything', '--', 'except', 'playing', 'mean', 'joke', 'catching', 'innocent', 'bird', 'put', 'bird', 'pie', 'making', 'caged', 'monkey', 'muggle', 'wumps', 'stand', 'head', 'day', 'enough', 'want', 'revenge']"
"['classics', 'nonfiction']",Black Boy,"['richardwright', 'jerryw.wardjr.', '(introduction)']",4.06,51087,419,"['black', 'boy', 'classic', 'american', 'autobiography', 'subtly', 'crafted', 'narrative', 'richard', 'wright', 'journey', 'innocence', 'experience', 'jim', 'crow', 'south', 'enduring', 'story', 'one', 'young', 'man', 'coming', 'age', 'particular', 'time', 'place', 'remains', 'seminal', 'text', 'history', 'mean', 'southern', 'america']"
"['youngadult', 'fantasy']",Dark Flame,['alysonnoel'],3.73,60049,320,"['alyson', 'noël', '’', 'darkly', 'seductive', 'immortal', 'novel', 'yet', 'ever', 'fight', 'control', 'body', 'soul', '—', 'timeless', 'true', 'love', 'chasing', 'century', 'trying', 'help', 'make', 'transition', 'life', 'immortal', 'drunk', 'new', 'power', 'acting', 'recklessly', 'pose', 'ultimate', 'threat', 'exposing', 'secret', 'world', 'outside']"
"['romance', 'womensfiction']",Explosion in Paris,['lindamasemorepirrung'],3.49,5156,408,"['explosion', 'paris', 'story', 'one', 'woman', 'determination', 'better', 'life', 'finally', 'found', 'man', 'dream', 'refusing', 'accept', 'husband', 'death', 'sentence', 'assessment', 'soul', 'angela', 'briann', 'scott', 'challenging', 'reach', 'beyond', 'limit', 'especially', 'true', 'since', 'accidental', 'meeting', 'devastatingly', 'handsome', 'ross', 'leig']"
"['fiction', 'contemporary']",Love on the Line,['kirstenfullmer'],4.27,7328,362,"['epic', 'unique', 'love', 'story', 'set', 'wild', 'mountain', 'west', 'virginia', 'young', 'woman', 'unlikely', 'friend', 'find', 'way', 'multiple', 'job', 'hazard', 'terrible', 'working', 'condition', 'achieve', 'unexpected', 'andrea', 'never', 'thought', '’', 'live', 'camp', 'trailer', 'work', 'outdoors', 'inhospitable', 'climate', 'eager', 'leave', 'stress', 'tedium', 'grad', 'school', 'behind']"
"['romance', 'youngadult']",Chain Reaction,['simoneelkeles'],4.1,61830,310,"['luis', 'fuentes', 'good', 'boy', 'live', 'angst', 'big', 'brother', 'alex', 'carlos', 'always', 'lived', 'smart', 'funny', 'dream', 'becoming', 'astronaut', 'fall', 'wrong', 'girl', 'enters', 'dark', 'world', 'never', 'known', 'think', 'got', 'life', 'figured', 'learns', 'disturbing', 'news', 'family']"
"['sciencefiction', 'steampunk']",Leviathan,"['scottwesterfeld', 'keiththompson', '(ilustrator)']",3.9,95094,440,"['prince', 'aleksander', 'would', 'heir', 'austro', 'hungarian', 'throne', 'run', 'people', 'turned', 'title', 'worthless', 'battletorn', 'war', 'machine', 'loyal', 'crew', 'men', 'deryn', 'sharp', 'commoner', 'disguised', 'boy', 'british', 'air', 'service', 'brilliant', 'airman', 'secret', 'constant', 'danger', 'discovered', 'world']"
"['historical', 'historicalfiction']",The Guardian of Secrets and Her Deathly Pact,['janapetken'],4.19,1346,714,"['historical', 'family', 'saga', 'spanning', 'four', 'generation', '1912', 'kent', 'england', 'spain', '1936', '39', 'civil', 'war', 'celia', 'ernesto', 'two', 'son', 'march', 'opposing', 'banner', 'whilst', 'daughter', 'take', 'different', 'path', 'one', 'catholic', 'church', 'battlefield', 'shadow', 'evil', 'ghost', 'past', 'watch', 'wait', 'opportunity']"
"['fantasy', 'romance']",A Court of Frost and Starlight,['sarahj.maas'],3.82,266467,229,"['hope', 'warms', 'coldest', 'night', 'feyre', 'rhys', 'close', 'knit', 'circle', 'friend', 'still', 'busy', 'rebuilding', 'court', 'vastly', 'changed', 'world', 'beyond', 'winter', 'solstice', 'finally', 'near', 'hard', 'earned', 'reprieve', 'yet', 'even', 'festive', 'atmosphere', 'keep', 'shadow', 'past', 'looming', 'navigates', 'first', 'high', 'la']"
